Source,Target,Weight,Coefficient
c19,c197,1,1.0
c19,c206,1,1.0
c19,c224,1,1.0
c19,c81,9,1.0
c19,c171,9,1.0
c19,c216,1,1.0
c19,c144,1,1.0
c19,c153,1,1.0
c19,c162,1,1.0
c19,c180,1,1.0
c19,c189,1,1.0
c19,c198,1,1.0
c19,c207,1,1.0
c19,c225,1,1.0
c19,c82,9,1.0
c19,c172,9,1.0
c19,c217,1,1.0
c19,c145,1,1.0
c19,c154,1,1.0
c19,c163,1,1.0
c19,c181,1,1.0
c19,c190,1,1.0
c19,c199,1,1.0
c19,c208,1,1.0
c19,c226,1,1.0
c19,c83,9,1.0
c19,c173,9,1.0
c19,c218,1,1.0
c19,c146,1,1.0
c19,c155,1,1.0
c19,c164,1,1.0
c19,c182,1,1.0
c19,c191,1,1.0
c19,c200,1,1.0
c19,c209,1,1.0
c19,c227,1,1.0
c19,c84,9,1.0
c19,c174,9,1.0
c19,c219,1,1.0
c19,c147,1,1.0
c19,c156,1,1.0
c19,c165,1,1.0
c19,c183,1,1.0
c19,c192,1,1.0
c19,c201,1,1.0
c19,c210,1,1.0
c19,c228,1,1.0
c19,c85,9,1.0
c19,c175,9,1.0
c19,c220,1,1.0
c19,c148,1,1.0
c19,c157,1,1.0
c19,c166,1,1.0
c19,c184,1,1.0
c19,c193,1,1.0
c19,c202,1,1.0
c19,c211,1,1.0
c19,c229,1,1.0
c19,c86,9,1.0
c19,c176,9,1.0
c19,c221,1,1.0
c19,c149,1,1.0
c19,c158,1,1.0
c19,c167,1,1.0
c19,c185,1,1.0
c19,c194,1,1.0
c19,c203,1,1.0
c19,c212,1,1.0
c19,c230,1,1.0
c24,minobj,81,1.0
c24,c44,9,1.0
c24,c78,9,1.0
c24,c100,9,1.0
c24,c177,9,1.0
c24,c213,1,1.0
c24,c4,9,1.0
c24,c108,9,1.0
c24,c141,1,1.0
c24,c9,9,1.0
c24,c115,9,1.0
c24,c150,1,1.0
c24,c14,9,1.0
c24,c121,9,1.0
c24,c159,1,1.0
c24,c19,9,1.0
c24,c126,9,1.0
c24,c168,1,1.0
c24,c29,9,1.0
c24,c131,9,1.0
c24,c186,1,1.0
c24,c34,9,1.0
c24,c132,9,1.0
c24,c195,1,1.0
c24,c39,9,1.0
c24,c133,9,1.0
c24,c204,1,1.0
c24,c49,9,1.0
c24,c134,9,1.0
c24,c222,1,1.0
c24,c79,9,1.0
c24,c178,9,1.0
c24,c214,1,1.0
c24,c142,1,1.0
c24,c151,1,1.0
c24,c160,1,1.0
c24,c169,1,1.0
c24,c187,1,1.0
c24,c196,1,1.0
c24,c205,1,1.0
c24,c223,1,1.0
c24,c80,9,1.0
c24,c179,9,1.0
c24,c215,1,1.0
c24,c143,1,1.0
c24,c152,1,1.0
c24,c161,1,1.0
c24,c170,1,1.0
c24,c188,1,1.0
c24,c197,1,1.0
c24,c206,1,1.0
c24,c224,1,1.0
c24,c81,9,1.0
c24,c180,9,1.0
c24,c216,1,1.0
c24,c144,1,1.0
c24,c153,1,1.0
c24,c162,1,1.0
c24,c171,1,1.0
c24,c189,1,1.0
c24,c198,1,1.0
c24,c207,1,1.0
c24,c225,1,1.0
c24,c82,9,1.0
c24,c181,9,1.0
c24,c217,1,1.0
c24,c145,1,1.0
c24,c154,1,1.0
c24,c163,1,1.0
c24,c172,1,1.0
c24,c190,1,1.0
c24,c199,1,1.0
c24,c208,1,1.0
c24,c226,1,1.0
c24,c83,9,1.0
c24,c182,9,1.0
c24,c218,1,1.0
c24,c146,1,1.0
c24,c155,1,1.0
c24,c164,1,1.0
c24,c173,1,1.0
c24,c191,1,1.0
c24,c200,1,1.0
c24,c209,1,1.0
c24,c227,1,1.0
c24,c84,9,1.0
c24,c183,9,1.0
c24,c219,1,1.0
c24,c147,1,1.0
c24,c156,1,1.0
c24,c165,1,1.0
c24,c174,1,1.0
c24,c192,1,1.0
c24,c201,1,1.0
c24,c210,1,1.0
c24,c228,1,1.0
c24,c85,9,1.0
c24,c184,9,1.0
c24,c220,1,1.0
c24,c148,1,1.0
c24,c157,1,1.0
c24,c166,1,1.0
c24,c175,1,1.0
c24,c193,1,1.0
c24,c202,1,1.0
c24,c211,1,1.0
c24,c229,1,1.0
c24,c86,9,1.0
c24,c185,9,1.0
c24,c221,1,1.0
c24,c149,1,1.0
c24,c158,1,1.0
c24,c167,1,1.0
c24,c176,1,1.0
c24,c194,1,1.0
c24,c203,1,1.0
c24,c212,1,1.0
c24,c230,1,1.0
c29,minobj,81,1.0
c29,c44,9,1.0
c29,c78,9,1.0
c29,c101,9,1.0
c29,c186,9,1.0
c29,c213,1,1.0
c29,c4,9,1.0
c29,c109,9,1.0
c29,c141,1,1.0
c29,c9,9,1.0
c29,c116,9,1.0
c29,c150,1,1.0
c29,c14,9,1.0
c29,c122,9,1.0
c29,c159,1,1.0
c29,c19,9,1.0
c29,c127,9,1.0
c29,c168,1,1.0
c29,c24,9,1.0
c29,c131,9,1.0
c29,c177,1,1.0
c29,c34,9,1.0
c29,c135,9,1.0
c29,c195,1,1.0
c29,c39,9,1.0
c29,c136,9,1.0
c29,c204,1,1.0
c29,c49,9,1.0
c29,c137,9,1.0
c29,c222,1,1.0
c29,c79,9,1.0
c29,c187,9,1.0
c29,c214,1,1.0
c29,c142,1,1.0
c29,c151,1,1.0
c29,c160,1,1.0
c29,c169,1,1.0
c29,c178,1,1.0
c29,c196,1,1.0
c29,c205,1,1.0
c29,c223,1,1.0
c29,c80,9,1.0
c29,c188,9,1.0
c29,c215,1,1.0
c29,c143,1,1.0
c29,c152,1,1.0
c29,c161,1,1.0
c29,c170,1,1.0
c29,c179,1,1.0
c29,c197,1,1.0
c29,c206,1,1.0
c29,c224,1,1.0
c29,c81,9,1.0
c29,c189,9,1.0
c29,c216,1,1.0
c29,c144,1,1.0
c29,c153,1,1.0
c29,c162,1,1.0
c29,c171,1,1.0
c29,c180,1,1.0
c29,c198,1,1.0
c29,c207,1,1.0
c29,c225,1,1.0
c29,c82,9,1.0
c29,c190,9,1.0
c29,c217,1,1.0
c29,c145,1,1.0
c29,c154,1,1.0
c29,c163,1,1.0
c29,c172,1,1.0
c29,c181,1,1.0
c29,c199,1,1.0
c29,c208,1,1.0
c29,c226,1,1.0
c29,c83,9,1.0
c29,c191,9,1.0
c29,c218,1,1.0
c29,c146,1,1.0
c29,c155,1,1.0
c29,c164,1,1.0
c29,c173,1,1.0
c29,c182,1,1.0
c29,c200,1,1.0
c29,c209,1,1.0
c29,c227,1,1.0
c29,c84,9,1.0
c29,c192,9,1.0
c29,c219,1,1.0
c29,c147,1,1.0
c29,c156,1,1.0
c29,c165,1,1.0
c29,c174,1,1.0
c29,c183,1,1.0
c29,c201,1,1.0
c29,c210,1,1.0
c29,c228,1,1.0
c29,c85,9,1.0
c29,c193,9,1.0
c29,c220,1,1.0
c29,c148,1,1.0
c29,c157,1,1.0
c29,c166,1,1.0
c29,c175,1,1.0
c29,c184,1,1.0
c29,c202,1,1.0
c29,c211,1,1.0
c29,c229,1,1.0
c29,c86,9,1.0
c29,c194,9,1.0
c29,c221,1,1.0
c29,c149,1,1.0
c29,c158,1,1.0
c29,c167,1,1.0
c29,c176,1,1.0
c29,c185,1,1.0
c29,c203,1,1.0
c29,c212,1,1.0
c29,c230,1,1.0
c34,minobj,81,1.0
c34,c44,9,1.0
c34,c78,9,1.0
c34,c102,9,1.0
c34,c195,9,1.0
c34,c213,1,1.0
c34,c4,9,1.0
c34,c110,9,1.0
c34,c141,1,1.0
c34,c9,9,1.0
c34,c117,9,1.0
c34,c150,1,1.0
c34,c14,9,1.0
c34,c123,9,1.0
c34,c159,1,1.0
c34,c19,9,1.0
c34,c128,9,1.0
c34,c168,1,1.0
c34,c24,9,1.0
c34,c132,9,1.0
c34,c177,1,1.0
c34,c29,9,1.0
c34,c135,9,1.0
c34,c186,1,1.0
c34,c39,9,1.0
c34,c138,9,1.0
c34,c204,1,1.0
c34,c49,9,1.0
c34,c139,9,1.0
c34,c222,1,1.0
c34,c79,9,1.0
c34,c196,9,1.0
c34,c214,1,1.0
c34,c142,1,1.0
c34,c151,1,1.0
c34,c160,1,1.0
c34,c169,1,1.0
c34,c178,1,1.0
c34,c187,1,1.0
c34,c205,1,1.0
c34,c223,1,1.0
c34,c80,9,1.0
c34,c197,9,1.0
c34,c215,1,1.0
c34,c143,1,1.0
c34,c152,1,1.0
c34,c161,1,1.0
c34,c170,1,1.0
c34,c179,1,1.0
c34,c188,1,1.0
c34,c206,1,1.0
c34,c224,1,1.0
c34,c81,9,1.0
c34,c198,9,1.0
c34,c216,1,1.0
c34,c144,1,1.0
c34,c153,1,1.0
c34,c162,1,1.0
c34,c171,1,1.0
c34,c180,1,1.0
c34,c189,1,1.0
c34,c207,1,1.0
c34,c225,1,1.0
c34,c82,9,1.0
c34,c199,9,1.0
c34,c217,1,1.0
c34,c145,1,1.0
c34,c154,1,1.0
c34,c163,1,1.0
c34,c172,1,1.0
c34,c181,1,1.0
c34,c190,1,1.0
c34,c208,1,1.0
c34,c226,1,1.0
c34,c83,9,1.0
c34,c200,9,1.0
c34,c218,1,1.0
c34,c146,1,1.0
c34,c155,1,1.0
c34,c164,1,1.0
c34,c173,1,1.0
c34,c182,1,1.0
c34,c191,1,1.0
c34,c209,1,1.0
c34,c227,1,1.0
c34,c84,9,1.0
c34,c201,9,1.0
c34,c219,1,1.0
c34,c147,1,1.0
c34,c156,1,1.0
c34,c165,1,1.0
c34,c174,1,1.0
c34,c183,1,1.0
c34,c192,1,1.0
c34,c210,1,1.0
c34,c228,1,1.0
c34,c85,9,1.0
c34,c202,9,1.0
c34,c220,1,1.0
c34,c148,1,1.0
c34,c157,1,1.0
c34,c166,1,1.0
c34,c175,1,1.0
c34,c184,1,1.0
c34,c193,1,1.0
c34,c211,1,1.0
c34,c229,1,1.0
c34,c86,9,1.0
c34,c203,9,1.0
c34,c221,1,1.0
c34,c149,1,1.0
c34,c158,1,1.0
c34,c167,1,1.0
c34,c176,1,1.0
c34,c185,1,1.0
c34,c194,1,1.0
c34,c212,1,1.0
c34,c230,1,1.0
c39,minobj,81,1.0
c39,c44,9,1.0
c39,c78,9,1.0
c39,c103,9,1.0
c39,c204,9,1.0
c39,c213,1,1.0
c39,c4,9,1.0
c39,c111,9,1.0
c39,c141,1,1.0
c39,c9,9,1.0
c39,c118,9,1.0
c39,c150,1,1.0
c39,c14,9,1.0
c39,c124,9,1.0
c39,c159,1,1.0
c39,c19,9,1.0
c39,c129,9,1.0
c39,c168,1,1.0
c39,c24,9,1.0
c39,c133,9,1.0
c39,c177,1,1.0
c39,c29,9,1.0
c39,c136,9,1.0
c39,c186,1,1.0
c39,c34,9,1.0
c39,c138,9,1.0
c39,c195,1,1.0
c39,c49,9,1.0
c39,c140,9,1.0
c39,c222,1,1.0
c39,c79,9,1.0
c39,c205,9,1.0
c39,c214,1,1.0
c39,c142,1,1.0
c39,c151,1,1.0
c39,c160,1,1.0
c39,c169,1,1.0
c39,c178,1,1.0
c39,c187,1,1.0
c39,c196,1,1.0
c39,c223,1,1.0
c39,c80,9,1.0
c39,c206,9,1.0
c39,c215,1,1.0
c39,c143,1,1.0
c39,c152,1,1.0
c39,c161,1,1.0
c39,c170,1,1.0
c39,c179,1,1.0
c39,c188,1,1.0
c39,c197,1,1.0
c39,c224,1,1.0
c39,c81,9,1.0
c39,c207,9,1.0
c39,c216,1,1.0
c39,c144,1,1.0
c39,c153,1,1.0
c39,c162,1,1.0
c39,c171,1,1.0
c39,c180,1,1.0
c39,c189,1,1.0
c39,c198,1,1.0
c39,c225,1,1.0
c39,c82,9,1.0
c39,c208,9,1.0
c39,c217,1,1.0
c39,c145,1,1.0
c39,c154,1,1.0
c39,c163,1,1.0
c39,c172,1,1.0
c39,c181,1,1.0
c39,c190,1,1.0
c39,c199,1,1.0
c39,c226,1,1.0
c39,c83,9,1.0
c39,c209,9,1.0
c39,c218,1,1.0
c39,c146,1,1.0
c39,c155,1,1.0
c39,c164,1,1.0
c39,c173,1,1.0
c39,c182,1,1.0
c39,c191,1,1.0
c39,c200,1,1.0
c39,c227,1,1.0
c39,c84,9,1.0
c39,c210,9,1.0
c39,c219,1,1.0
c39,c147,1,1.0
c39,c156,1,1.0
c39,c165,1,1.0
c39,c174,1,1.0
c39,c183,1,1.0
c39,c192,1,1.0
c39,c201,1,1.0
c39,c228,1,1.0
c39,c85,9,1.0
c39,c211,9,1.0
c39,c220,1,1.0
c39,c148,1,1.0
c39,c157,1,1.0
c39,c166,1,1.0
c39,c175,1,1.0
c39,c184,1,1.0
c39,c193,1,1.0
c39,c202,1,1.0
c39,c229,1,1.0
c39,c86,9,1.0
c39,c212,9,1.0
c39,c221,1,1.0
c39,c149,1,1.0
c39,c158,1,1.0
c39,c167,1,1.0
c39,c176,1,1.0
c39,c185,1,1.0
c39,c194,1,1.0
c39,c203,1,1.0
c39,c230,1,1.0
c49,minobj,81,1.0
c49,c44,9,1.0
c49,c78,9,1.0
c49,c104,9,1.0
c49,c213,1,1.0
c49,c222,9,1.0
c49,c4,9,1.0
c49,c112,9,1.0
c49,c141,1,1.0
c49,c9,9,1.0
c49,c119,9,1.0
c49,c150,1,1.0
c49,c14,9,1.0
c49,c125,9,1.0
c49,c159,1,1.0
c49,c19,9,1.0
c49,c130,9,1.0
c49,c168,1,1.0
c49,c24,9,1.0
c49,c134,9,1.0
c49,c177,1,1.0
c49,c29,9,1.0
c49,c137,9,1.0
c49,c186,1,1.0
c49,c34,9,1.0
c49,c139,9,1.0
c49,c195,1,1.0
c49,c39,9,1.0
c49,c140,9,1.0
c49,c204,1,1.0
c49,c79,9,1.0
c49,c214,1,1.0
c49,c223,9,1.0
c49,c142,1,1.0
c49,c151,1,1.0
c49,c160,1,1.0
c49,c169,1,1.0
c49,c178,1,1.0
c49,c187,1,1.0
c49,c196,1,1.0
c49,c205,1,1.0
c49,c80,9,1.0
c49,c215,1,1.0
c49,c224,9,1.0
c49,c143,1,1.0
c49,c152,1,1.0
c49,c161,1,1.0
c49,c170,1,1.0
c49,c179,1,1.0
c49,c188,1,1.0
c49,c197,1,1.0
c49,c206,1,1.0
c49,c81,9,1.0
c49,c216,1,1.0
c49,c225,9,1.0
c49,c144,1,1.0
c49,c153,1,1.0
c49,c162,1,1.0
c49,c171,1,1.0
c49,c180,1,1.0
c49,c189,1,1.0
c49,c198,1,1.0
c49,c207,1,1.0
c49,c82,9,1.0
c49,c217,1,1.0
c49,c226,9,1.0
c49,c145,1,1.0
c49,c154,1,1.0
c49,c163,1,1.0
c49,c172,1,1.0
c49,c181,1,1.0
c49,c190,1,1.0
c49,c199,1,1.0
c49,c208,1,1.0
c49,c83,9,1.0
c49,c218,1,1.0
c49,c227,9,1.0
c49,c146,1,1.0
c49,c155,1,1.0
c49,c164,1,1.0
c49,c173,1,1.0
c49,c182,1,1.0
c49,c191,1,1.0
c49,c200,1,1.0
c49,c209,1,1.0
c49,c84,9,1.0
c49,c219,1,1.0
c49,c228,9,1.0
c49,c147,1,1.0
c49,c156,1,1.0
c49,c165,1,1.0
c49,c174,1,1.0
c49,c183,1,1.0
c49,c192,1,1.0
c49,c201,1,1.0
c49,c210,1,1.0
c49,c85,9,1.0
c49,c220,1,1.0
c49,c229,9,1.0
c49,c148,1,1.0
c49,c157,1,1.0
c49,c166,1,1.0
c49,c175,1,1.0
c49,c184,1,1.0
c49,c193,1,1.0
c49,c202,1,1.0
c49,c211,1,1.0
c49,c86,9,1.0
c49,c221,1,1.0
c49,c230,9,1.0
c49,c149,1,1.0
c49,c158,1,1.0
c49,c167,1,1.0
c49,c176,1,1.0
c49,c185,1,1.0
c49,c194,1,1.0
c49,c203,1,1.0
c49,c212,1,1.0
c5,minobj,81,1.0
c5,c45,9,1.0
c5,c87,9,1.0
c5,c96,9,1.0
c5,c141,9,1.0
c5,c213,1,1.0
c5,c10,9,1.0
c5,c105,9,1.0
c5,c150,1,1.0
c5,c15,9,1.0
c5,c106,9,1.0
c5,c159,1,1.0
c5,c20,9,1.0
c5,c107,9,1.0
c5,c168,1,1.0
c5,c25,9,1.0
c5,c108,9,1.0
c5,c177,1,1.0
c5,c30,9,1.0
c5,c109,9,1.0
c5,c186,1,1.0
c5,c35,9,1.0
c5,c110,9,1.0
c5,c195,1,1.0
c5,c40,9,1.0
c5,c111,9,1.0
c5,c204,1,1.0
c5,c50,9,1.0
c5,c112,9,1.0
c5,c222,1,1.0
c5,c88,9,1.0
c5,c142,9,1.0
c5,c214,1,1.0
c5,c151,1,1.0
c5,c160,1,1.0
c5,c169,1,1.0
c5,c178,1,1.0
c5,c187,1,1.0
c5,c196,1,1.0
c5,c205,1,1.0
c5,c223,1,1.0
c5,c89,9,1.0
c5,c143,9,1.0
c5,c215,1,1.0
c5,c152,1,1.0
c5,c161,1,1.0
c5,c170,1,1.0
c5,c179,1,1.0
c5,c188,1,1.0
c5,c197,1,1.0
c5,c206,1,1.0
c5,c224,1,1.0
c5,c90,9,1.0
c5,c144,9,1.0
c5,c216,1,1.0
c5,c153,1,1.0
c5,c162,1,1.0
c5,c171,1,1.0
c5,c180,1,1.0
c5,c189,1,1.0
c5,c198,1,1.0
c5,c207,1,1.0
c5,c225,1,1.0
c5,c91,9,1.0
c5,c145,9,1.0
c5,c217,1,1.0
c5,c154,1,1.0
c5,c163,1,1.0
c5,c172,1,1.0
c5,c181,1,1.0
c5,c190,1,1.0
c5,c199,1,1.0
c5,c208,1,1.0
c5,c226,1,1.0
c5,c92,9,1.0
c5,c146,9,1.0
c5,c218,1,1.0
c5,c155,1,1.0
c5,c164,1,1.0
c5,c173,1,1.0
c5,c182,1,1.0
c5,c191,1,1.0
c5,c200,1,1.0
c5,c209,1,1.0
c5,c227,1,1.0
c5,c93,9,1.0
c5,c147,9,1.0
c5,c219,1,1.0
c5,c156,1,1.0
c5,c165,1,1.0
c5,c174,1,1.0
c5,c183,1,1.0
c5,c192,1,1.0
c5,c201,1,1.0
c5,c210,1,1.0
c5,c228,1,1.0
c5,c94,9,1.0
c5,c148,9,1.0
c5,c220,1,1.0
c5,c157,1,1.0
c5,c166,1,1.0
c5,c175,1,1.0
c5,c184,1,1.0
c5,c193,1,1.0
c5,c202,1,1.0
c5,c211,1,1.0
c5,c229,1,1.0
c5,c95,9,1.0
c5,c149,9,1.0
c5,c221,1,1.0
c5,c158,1,1.0
c5,c167,1,1.0
c5,c176,1,1.0
c5,c185,1,1.0
c5,c194,1,1.0
c5,c203,1,1.0
c5,c212,1,1.0
c5,c230,1,1.0
c45,minobj,81,1.0
c45,c5,9,1.0
c45,c87,9,1.0
c45,c96,9,1.0
c45,c141,1,1.0
c45,c213,9,1.0
c45,c10,9,1.0
c45,c97,9,1.0
c45,c150,1,1.0
c45,c15,9,1.0
c45,c98,9,1.0
c45,c159,1,1.0
c45,c20,9,1.0
c45,c99,9,1.0
c45,c168,1,1.0
c45,c25,9,1.0
c45,c100,9,1.0
c45,c177,1,1.0
c45,c30,9,1.0
c45,c101,9,1.0
c45,c186,1,1.0
c45,c35,9,1.0
c45,c102,9,1.0
c45,c195,1,1.0
c45,c40,9,1.0
c45,c103,9,1.0
c45,c204,1,1.0
c45,c50,9,1.0
c45,c104,9,1.0
c45,c222,1,1.0
c45,c88,9,1.0
c45,c142,1,1.0
c45,c214,9,1.0
c45,c151,1,1.0
c45,c160,1,1.0
c45,c169,1,1.0
c45,c178,1,1.0
c45,c187,1,1.0
c45,c196,1,1.0
c45,c205,1,1.0
c45,c223,1,1.0
c45,c89,9,1.0
c45,c143,1,1.0
c45,c215,9,1.0
c45,c152,1,1.0
c45,c161,1,1.0
c45,c170,1,1.0
c45,c179,1,1.0
c45,c188,1,1.0
c45,c197,1,1.0
c45,c206,1,1.0
c45,c224,1,1.0
c45,c90,9,1.0
c45,c144,1,1.0
c45,c216,9,1.0
c45,c153,1,1.0
c45,c162,1,1.0
c45,c171,1,1.0
c45,c180,1,1.0
c45,c189,1,1.0
c45,c198,1,1.0
c45,c207,1,1.0
c45,c225,1,1.0
c45,c91,9,1.0
c45,c145,1,1.0
c45,c217,9,1.0
c45,c154,1,1.0
c45,c163,1,1.0
c45,c172,1,1.0
c45,c181,1,1.0
c45,c190,1,1.0
c45,c199,1,1.0
c45,c208,1,1.0
c45,c226,1,1.0
c45,c92,9,1.0
c45,c146,1,1.0
c45,c218,9,1.0
c45,c155,1,1.0
c45,c164,1,1.0
c45,c173,1,1.0
c45,c182,1,1.0
c45,c191,1,1.0
c45,c200,1,1.0
c45,c209,1,1.0
c45,c227,1,1.0
c45,c93,9,1.0
c45,c147,1,1.0
c45,c219,9,1.0
c45,c156,1,1.0
c45,c165,1,1.0
c45,c174,1,1.0
c45,c183,1,1.0
c45,c192,1,1.0
c45,c201,1,1.0
c45,c210,1,1.0
c45,c228,1,1.0
c45,c94,9,1.0
c45,c148,1,1.0
c45,c220,9,1.0
c45,c157,1,1.0
c45,c166,1,1.0
c45,c175,1,1.0
c45,c184,1,1.0
c45,c193,1,1.0
c45,c202,1,1.0
c45,c211,1,1.0
c45,c229,1,1.0
c45,c95,9,1.0
c45,c149,1,1.0
c45,c221,9,1.0
c45,c158,1,1.0
c45,c167,1,1.0
c45,c176,1,1.0
c45,c185,1,1.0
c45,c194,1,1.0
c45,c203,1,1.0
c45,c212,1,1.0
c45,c230,1,1.0
c87,minobj,45,1.0
c87,c5,9,1.0
c87,c45,9,1.0
c87,c96,1,1.0
c87,c141,9,1.0
c87,c213,9,1.0
c87,c10,9,1.0
c87,c97,1,1.0
c87,c150,9,1.0
c87,c105,1,1.0
c87,c15,9,1.0
c87,c98,1,1.0
c87,c159,9,1.0
c87,c106,1,1.0
c87,c113,1,1.0
c87,c20,9,1.0
c87,c99,1,1.0
c87,c168,9,1.0
c87,c107,1,1.0
c87,c114,1,1.0
c87,c120,1,1.0
c87,c25,9,1.0
c87,c100,1,1.0
c87,c177,9,1.0
c87,c108,1,1.0
c87,c115,1,1.0
c87,c121,1,1.0
c87,c126,1,1.0
c87,c30,9,1.0
c87,c101,1,1.0
c87,c186,9,1.0
c87,c109,1,1.0
c87,c116,1,1.0
c87,c122,1,1.0
c87,c127,1,1.0
c87,c131,1,1.0
c87,c35,9,1.0
c87,c102,1,1.0
c87,c195,9,1.0
c87,c110,1,1.0
c87,c117,1,1.0
c87,c123,1,1.0
c87,c128,1,1.0
c87,c132,1,1.0
c87,c135,1,1.0
c87,c40,9,1.0
c87,c103,1,1.0
c87,c204,9,1.0
c87,c111,1,1.0
c87,c118,1,1.0
c87,c124,1,1.0
c87,c129,1,1.0
c87,c133,1,1.0
c87,c136,1,1.0
c87,c138,1,1.0
c87,c50,9,1.0
c87,c104,1,1.0
c87,c222,9,1.0
c87,c112,1,1.0
c87,c119,1,1.0
c87,c125,1,1.0
c87,c130,1,1.0
c87,c134,1,1.0
c87,c137,1,1.0
c87,c139,1,1.0
c87,c140,1,1.0
c10,minobj,81,1.0
c10,c45,9,1.0
c10,c87,9,1.0
c10,c97,9,1.0
c10,c150,9,1.0
c10,c213,1,1.0
c10,c5,9,1.0
c10,c105,9,1.0
c10,c141,1,1.0
c10,c15,9,1.0
c10,c113,9,1.0
c10,c159,1,1.0
c10,c20,9,1.0
c10,c114,9,1.0
c10,c168,1,1.0
c10,c25,9,1.0
c10,c115,9,1.0
c10,c177,1,1.0
c10,c30,9,1.0
c10,c116,9,1.0
c10,c186,1,1.0
c10,c35,9,1.0
c10,c117,9,1.0
c10,c195,1,1.0
c10,c40,9,1.0
c10,c118,9,1.0
c10,c204,1,1.0
c10,c50,9,1.0
c10,c119,9,1.0
c10,c222,1,1.0
c10,c88,9,1.0
c10,c151,9,1.0
c10,c214,1,1.0
c10,c142,1,1.0
c10,c160,1,1.0
c10,c169,1,1.0
c10,c178,1,1.0
c10,c187,1,1.0
c10,c196,1,1.0
c10,c205,1,1.0
c10,c223,1,1.0
c10,c89,9,1.0
c10,c152,9,1.0
c10,c215,1,1.0
c10,c143,1,1.0
c10,c161,1,1.0
c10,c170,1,1.0
c10,c179,1,1.0
c10,c188,1,1.0
c10,c197,1,1.0
c10,c206,1,1.0
c10,c224,1,1.0
c10,c90,9,1.0
c10,c153,9,1.0
c10,c216,1,1.0
c10,c144,1,1.0
c10,c162,1,1.0
c10,c171,1,1.0
c10,c180,1,1.0
c10,c189,1,1.0
c10,c198,1,1.0
c10,c207,1,1.0
c10,c225,1,1.0
c10,c91,9,1.0
c10,c154,9,1.0
c10,c217,1,1.0
c10,c145,1,1.0
c10,c163,1,1.0
c10,c172,1,1.0
c10,c181,1,1.0
c10,c190,1,1.0
c10,c199,1,1.0
c10,c208,1,1.0
c10,c226,1,1.0
c10,c92,9,1.0
c10,c155,9,1.0
c10,c218,1,1.0
c10,c146,1,1.0
c10,c164,1,1.0
c10,c173,1,1.0
c10,c182,1,1.0
c10,c191,1,1.0
c10,c200,1,1.0
c10,c209,1,1.0
c10,c227,1,1.0
c10,c93,9,1.0
c10,c156,9,1.0
c10,c219,1,1.0
c10,c147,1,1.0
c10,c165,1,1.0
c10,c174,1,1.0
c10,c183,1,1.0
c10,c192,1,1.0
c10,c201,1,1.0
c10,c210,1,1.0
c10,c228,1,1.0
c10,c94,9,1.0
c10,c157,9,1.0
c10,c220,1,1.0
c10,c148,1,1.0
c10,c166,1,1.0
c10,c175,1,1.0
c10,c184,1,1.0
c10,c193,1,1.0
c10,c202,1,1.0
c10,c211,1,1.0
c10,c229,1,1.0
c10,c95,9,1.0
c10,c158,9,1.0
c10,c221,1,1.0
c10,c149,1,1.0
c10,c167,1,1.0
c10,c176,1,1.0
c10,c185,1,1.0
c10,c194,1,1.0
c10,c203,1,1.0
c10,c212,1,1.0
c10,c230,1,1.0
c15,minobj,81,1.0
c15,c45,9,1.0
c15,c87,9,1.0
c15,c98,9,1.0
c15,c159,9,1.0
c15,c213,1,1.0
c15,c5,9,1.0
c15,c106,9,1.0
c15,c141,1,1.0
c15,c10,9,1.0
c15,c113,9,1.0
c15,c150,1,1.0
c15,c20,9,1.0
c15,c120,9,1.0
c15,c168,1,1.0
c15,c25,9,1.0
c15,c121,9,1.0
c15,c177,1,1.0
c15,c30,9,1.0
c15,c122,9,1.0
c15,c186,1,1.0
c15,c35,9,1.0
c15,c123,9,1.0
c15,c195,1,1.0
c15,c40,9,1.0
c15,c124,9,1.0
c15,c204,1,1.0
c15,c50,9,1.0
c15,c125,9,1.0
c15,c222,1,1.0
c15,c88,9,1.0
c15,c160,9,1.0
c15,c214,1,1.0
c15,c142,1,1.0
c15,c151,1,1.0
c15,c169,1,1.0
c15,c178,1,1.0
c15,c187,1,1.0
c15,c196,1,1.0
c15,c205,1,1.0
c15,c223,1,1.0
c15,c89,9,1.0
c15,c161,9,1.0
c15,c215,1,1.0
c15,c143,1,1.0
c15,c152,1,1.0
c15,c170,1,1.0
c15,c179,1,1.0
c15,c188,1,1.0
c15,c197,1,1.0
c15,c206,1,1.0
c15,c224,1,1.0
c15,c90,9,1.0
c15,c162,9,1.0
c15,c216,1,1.0
c15,c144,1,1.0
c15,c153,1,1.0
c15,c171,1,1.0
c15,c180,1,1.0
c15,c189,1,1.0
c15,c198,1,1.0
c15,c207,1,1.0
c15,c225,1,1.0
c15,c91,9,1.0
c15,c163,9,1.0
c15,c217,1,1.0
c15,c145,1,1.0
c15,c154,1,1.0
c15,c172,1,1.0
c15,c181,1,1.0
c15,c190,1,1.0
c15,c199,1,1.0
c15,c208,1,1.0
c15,c226,1,1.0
c15,c92,9,1.0
c15,c164,9,1.0
c15,c218,1,1.0
c15,c146,1,1.0
c15,c155,1,1.0
c15,c173,1,1.0
c15,c182,1,1.0
c15,c191,1,1.0
c15,c200,1,1.0
c15,c209,1,1.0
c15,c227,1,1.0
